year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,total_motorist_injured,total_motorist_killed,total_pedestrians_injured,total_pedestrians_killed,total_persons_injured,total_persons_killed,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp_c,dewp_c,slp_c,visib_c,wdsp_c,mxpsd_c,gust_c,max_c,min_c,prcp_c,sndp_c,fog,avg_vol,min_vol,max_vol
2012,10,11,5,2012-10-11,18,0,80,0,47,0,145,0,1294,657,1,0,15,100,7,74,4,0,27,1,5,0,0,12,2,9,18,0,26,17,53.4,35.3,1018.9,10.0,5.5,20.0,28.9,62.6,46.9,0.02,,0,9152.0,643,20853
2012,10,12,6,2012-10-12,8,0,113,0,29,0,150,0,1189,594,0,0,17,51,5,81,1,0,28,1,7,0,0,5,1,11,18,0,20,13,51.2,35.9,1021.1,10.0,5.3,19.0,25.1,62.6,48.0,0.0,,0,26393.0,4892,44772
2012,10,13,7,2012-10-13,9,0,98,0,36,1,143,1,1093,547,4,1,9,69,12,59,0,0,26,1,2,0,0,4,3,7,9,0,20,19,45.2,25.9,1030.8,10.0,3.1,20.0,27.0,52.0,37.9,0.0,,0,35511.0,11969,50989
2012,10,14,1,2012-10-14,11,0,137,0,25,1,173,1,1048,517,3,0,10,58,4,66,0,1,21,0,2,0,0,6,1,6,12,0,21,11,58.7,45.9,1021.9,10.0,5.0,20.0,26.0,69.1,44.6,0.0,,0,43322.0,16663,63957
2012,10,15,2,2012-10-15,13,0,86,0,41,2,140,2,1205,606,1,0,21,65,11,83,18,1,35,1,7,1,0,7,0,4,21,0,18,14,65.3,57.8,1009.5,9.4,4.5,20.0,26.0,71.1,61.0,0.0,,0,48376.0,8582,76317
2012,10,16,3,2012-10-16,8,0,116,1,48,0,172,1,1178,602,2,0,15,70,12,61,2,2,37,1,6,2,0,4,2,8,13,0,27,17,55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64.0,50.0,0.12,,0,50180.0,8933,78470
2012,10,17,4,2012-10-17,14,0,105,0,43,0,162,0,1217,614,0,0,23,70,10,83,4,1,31,0,9,1,1,6,1,10,22,0,15,19,51.9,38.0,1014.3,10.0,1.3,11.1,,60.1,44.1,0.0,,0,51987.0,9637,82243
2012,10,18,5,2012-10-18,11,0,94,0,35,0,140,0,1264,629,1,1,9,96,9,76,0,1,29,1,1,2,0,10,1,3,18,0,22,14,56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0.0,,0,58509.0,10695,95643
2012,10,19,6,2012-10-19,6,0,156,2,38,0,200,2,1452,737,1,0,10,91,16,81,28,0,26,0,5,0,0,12,0,11,22,1,24,15,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66.0,55.0,0.25,,1,61399.0,14477,90690
2012,10,20,7,2012-10-20,16,0,147,1,25,1,188,2,1166,587,6,0,16,61,8,61,3,2,22,2,0,1,0,9,2,8,7,0,26,10,62.7,58.6,1006.5,5.0,6.3,18.1,22.0,69.1,57.9,0.13,,1,58277.0,21497,83676
2012,10,21,1,2012-10-21,5,0,108,0,23,1,136,1,851,424,0,0,12,46,12,50,1,2,13,0,0,0,0,5,2,4,5,0,18,12,56.5,39.0,1012.9,10.0,5.0,18.1,23.9,64.0,48.9,0.0,,0,52231.0,20265,79317
2012,10,22,2,2012-10-22,13,0,102,0,34,2,149,2,1190,609,1,0,16,77,7,56,3,0,23,0,4,2,0,8,0,2,16,1,27,11,57.8,40.1,1017.4,10.0,4.3,20.0,26.0,66.0,48.9,0.0,,0,51153.0,10999,90981
2012,10,23,3,2012-10-23,13,0,81,0,33,1,127,1,1015,522,6,0,13,69,6,53,8,1,26,0,2,2,0,7,1,5,12,1,16,10,59.0,44.9,1018.7,9.7,2.2,14.0,,64.0,53.1,0.0,,0,43162.0,7655,73484
2012,10,24,4,2012-10-24,7,0,80,0,27,0,114,0,979,494,3,0,11,57,9,40,4,0,21,0,2,1,0,7,0,4,12,0,21,9,57.1,53.5,1019.9,6.4,4.1,9.9,,59.0,51.8,0.07,,0,40920.0,7838,66495
2012,10,25,5,2012-10-25,10,0,114,1,35,0,159,1,1006,511,3,1,7,67,9,45,0,2,14,0,4,0,0,7,3,3,17,1,20,14,58.0,51.3,1023.9,10.0,3.0,8.9,,61.0,43.0,0.0,,0,40140.0,8411,62180
2012,10,26,6,2012-10-26,16,0,119,0,31,2,166,2,1181,598,2,0,10,61,7,61,1,2,28,0,4,1,0,4,2,7,16,0,16,12,60.8,53.4,1022.6,10.0,1.5,7.0,,64.9,39.2,0.0,,0,42740.0,9147,67453
2012,10,27,7,2012-10-27,6,0,109,1,28,0,143,1,1040,524,3,0,10,63,6,70,0,1,21,1,5,0,0,9,0,6,23,1,24,13,61.9,53.9,1017.0,9.6,4.3,12.0,16.9,64.9,42.8,0.0,,0,35769.0,15852,50730
2012,10,28,1,2012-10-28,9,0,108,0,14,0,131,0,816,403,2,1,12,57,9,43,0,0,21,0,1,1,0,9,2,4,7,0,11,11,57.7,50.0,1010.8,9.6,11.9,22.0,32.1,61.0,53.6,0.0,,0,27165.0,10997,46917
2012,10,29,2,2012-10-29,1,0,67,0,8,0,76,0,465,298,0,0,6,17,1,16,12,0,8,0,0,0,0,5,0,4,3,1,5,27,56.9,53.1,994.0,6.1,18.7,35.9,52.1,64.4,54.0,0.03,,0,2777.0,177,8817
2012,10,30,3,2012-10-30,8,0,66,0,14,0,88,0,617,372,1,1,4,30,5,22,23,0,11,0,0,0,0,1,1,1,2,0,5,32,53.9,48.9,989.0,8.1,8.9,22.0,46.0,64.4,50.0,1.97,,0,818.0,65,1836
2012,10,31,4,2012-10-31,10,0,73,0,29,1,112,1,1048,549,3,0,11,63,11,67,14,0,31,1,3,0,0,3,1,10,19,0,12,12,49.7,43.2,999.6,8.6,5.5,14.0,17.1,60.8,45.0,0.06,,0,1098.0,94,2068
2012,11,1,5,2012-11-01,18,0,82,1,21,0,121,1,862,439,2,0,13,57,3,45,15,0,18,0,2,1,1,4,1,6,10,1,15,6,47.7,37.4,1001.8,10.0,6.0,19.0,23.9,57.2,43.0,0.04,,0,975.0,164,1633
2012,11,2,6,2012-11-02,12,0,50,0,22,1,84,1,666,345,2,0,9,39,2,34,4,1,21,0,3,0,0,3,1,7,7,1,15,2,48.2,36.0,1003.4,10.0,5.2,13.0,25.1,53.6,46.0,0.0,,0,874.0,136,1623
2012,11,3,7,2012-11-03,5,0,58,0,22,0,85,0,599,307,1,0,13,53,4,26,4,0,13,0,5,0,0,2,1,3,6,0,18,7,44.7,30.1,1009.4,10.0,7.6,15.0,25.1,51.8,42.1,0.01,,0,673.0,149,1147
2012,11,4,1,2012-11-04,7,0,66,0,21,0,94,0,671,344,2,0,5,40,6,34,1,2,25,0,1,1,0,5,0,8,9,0,12,9,43.2,29.6,1014.1,10.0,6.1,15.0,22.0,51.8,39.0,0.0,,0,601.0,169,1058
2012,11,5,2,2012-11-05,11,0,90,0,29,0,130,0,938,479,3,0,21,52,5,54,1,0,20,0,4,1,0,4,0,4,12,0,9,14,42.3,27.3,1016.3,10.0,5.5,19.0,23.9,48.2,37.9,0.0,,0,899.0,100,1744
2012,11,6,3,2012-11-06,14,0,69,0,37,1,120,1,1009,514,3,0,12,59,3,61,3,1,26,0,2,0,0,7,1,4,13,0,16,16,36.6,17.4,1022.0,10.0,4.8,14.0,18.1,45.0,32.0,0.07,,0,887.0,144,1652
2012,11,7,4,2012-11-07,5,0,127,0,68,0,200,0,1365,718,4,0,17,69,2,70,70,0,37,0,6,1,0,9,4,9,15,0,13,17,37.1,27.1,1014.6,7.3,10.1,42.0,55.9,48.2,30.9,0.0,,1,810.0,144,1607
2012,11,8,5,2012-11-08,5,0,56,0,38,0,99,0,1041,550,5,0,15,49,2,41,26,2,18,0,4,0,0,6,2,3,17,0,11,12,41.2,35.1,1006.4,5.1,15.2,41.0,59.1,55.9,30.2,2.45,,0,822.0,58,4690
2012,11,9,6,2012-11-09,10,0,88,0,52,0,150,0,1328,688,5,0,18,80,12,77,8,2,26,0,6,1,1,13,1,5,23,0,27,16,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36.0,0.17,3.9,0,5744.0,2181,7960
2012,11,10,7,2012-11-10,7,0,75,0,25,1,107,1,886,444,1,2,6,45,4,50,1,3,19,0,3,0,0,7,0,5,10,0,16,6,48.0,35.0,1025.0,7.9,2.0,14.0,20.0,54.0,41.0,0.0,,0,4599.0,2428,5950
2012,11,11,1,2012-11-11,5,0,106,0,30,0,141,0,1026,526,3,0,19,64,5,52,2,1,14,1,2,0,0,8,1,12,11,1,32,12,54.7,45.1,1030.8,7.0,1.6,9.9,,63.0,37.4,0.0,,0,4498.0,2376,6161
2012,11,12,2,2012-11-12,7,0,83,0,39,0,129,0,1071,547,1,0,9,63,9,63,10,0,19,0,6,0,0,7,2,7,13,2,24,21,56.7,50.2,1029.8,7.4,2.9,9.9,17.1,64.9,48.0,0.0,,1,5135.0,1179,7880
2012,11,13,3,2012-11-13,16,0,114,0,39,0,169,0,1294,648,1,0,14,78,7,80,12,2,33,0,5,1,0,6,2,10,16,1,18,15,52.4,47.5,1024.6,8.8,6.1,25.1,29.9,62.6,44.1,0.06,,0,5488.0,1594,8226
2012,11,14,4,2012-11-14,9,0,83,1,43,0,135,1,1223,625,3,0,20,81,7,64,1,3,28,2,7,0,0,7,3,8,19,1,19,12,42.8,29.9,1031.9,9.6,7.7,22.0,28.9,46.9,37.0,0.33,,0,6256.0,1600,9194
2012,11,15,5,2012-11-15,12,0,79,0,38,1,129,1,1208,623,3,0,15,73,3,74,1,0,30,0,10,0,0,5,1,10,14,0,18,10,40.4,25.0,1029.7,10.0,5.3,21.0,27.0,48.2,36.0,0.0,,0,6457.0,1915,9097
2012,11,16,6,2012-11-16,9,0,99,0,40,0,148,0,1325,672,4,0,16,88,9,75,2,2,33,1,9,1,0,8,3,6,27,1,16,19,41.9,29.5,1026.4,9.7,5.8,15.0,,48.2,37.9,0.0,,0,5731.0,2356,7851
2012,11,17,7,2012-11-17,7,0,105,0,31,1,143,1,1085,542,2,0,11,79,2,50,2,1,20,0,7,0,0,9,0,10,15,0,26,10,43.6,27.9,1034.8,10.0,4.7,16.9,22.0,51.1,39.0,0.0,,0,5483.0,3141,7015
2012,11,18,1,2012-11-18,5,0,95,1,26,0,126,1,890,446,3,0,11,44,5,41,0,2,15,0,1,2,0,7,0,5,15,0,18,10,43.2,31.0,1037.2,9.8,5.5,14.0,21.0,48.9,34.0,0.0,,0,5184.0,2930,7036
2012,11,19,2,2012-11-19,7,0,98,0,34,0,139,0,1161,585,3,0,13,77,8,56,1,3,28,0,6,0,0,8,1,1,12,0,20,10,43.0,34.8,1032.3,10.0,6.3,16.9,22.9,53.6,37.9,0.0,,0,5680.0,1397,8516
2012,11,20,3,2012-11-20,16,0,118,1,46,1,180,2,1316,671,3,0,16,83,8,90,5,1,42,0,9,0,1,6,2,4,25,1,24,18,44.4,32.8,1022.1,10.0,3.6,14.0,19.0,51.8,39.9,0.0,,0,5782.0,1456,8045
2012,11,21,4,2012-11-21,18,0,123,0,45,0,186,0,1363,689,6,0,29,89,10,84,0,1,30,0,8,1,0,9,2,9,18,0,22,13,46.5,32.7,1021.7,10.0,4.2,16.9,22.0,53.6,41.0,0.0,,0,5784.0,1752,7978
2012,11,22,5,2012-11-22,4,0,89,1,19,0,112,1,796,384,1,0,21,53,9,44,1,0,16,0,2,0,0,5,2,10,8,1,6,11,47.3,36.2,1023.4,10.0,3.4,15.9,,54.0,42.1,0.0,,0,4533.0,2199,6504
2012,11,23,6,2012-11-23,4,0,100,0,32,0,136,0,940,481,2,1,15,67,8,47,3,3,31,1,1,0,0,8,1,14,8,0,19,8,48.3,40.8,1016.5,8.9,3.4,8.9,,54.0,39.2,0.0,,1,4747.0,1586,7137
2012,11,24,7,2012-11-24,5,0,107,0,15,0,127,0,914,458,3,0,9,61,10,46,3,3,16,1,3,0,0,5,1,6,10,1,14,18,44.1,27.7,1006.8,9.5,7.6,20.0,30.9,53.1,37.9,0.01,,1,4853.0,2230,7108
2012,11,25,1,2012-11-25,12,0,95,0,13,1,120,1,852,415,5,1,11,34,3,49,2,2,21,1,2,0,1,9,0,10,9,2,19,8,36.6,17.2,1011.6,10.0,7.1,22.9,30.9,41.0,33.1,0.0,,0,4841.0,2399,7056
2012,11,26,2,2012-11-26,13,0,121,0,40,1,174,1,1124,563,1,0,17,61,10,51,1,1,27,0,7,0,0,2,3,6,12,0,18,8,40.3,19.7,1017.3,10.0,4.9,16.9,23.9,46.9,36.0,0.0,,0,1854.0,297,4099
2012,11,27,3,2012-11-27,6,0,72,0,56,0,134,0,1114,583,1,0,13,65,10,54,18,0,31,0,7,0,0,4,3,7,8,0,9,8,38.7,27.2,1024.2,7.0,4.4,9.9,,44.6,33.8,0.0,,0,918.0,61,1858
2012,11,28,4,2012-11-28,11,0,59,0,42,0,112,0,1004,512,2,1,20,62,3,51,2,1,22,0,3,0,0,5,2,4,13,1,16,12,37.5,28.8,1022.7,9.3,7.1,21.0,28.0,44.6,34.0,0.59,,0,990.0,75,1852
2012,11,29,5,2012-11-29,7,0,87,0,31,0,125,0,1009,515,1,0,12,79,5,74,2,2,17,1,1,0,0,7,1,3,15,0,21,11,37.5,21.9,1025.9,9.7,5.8,15.9,22.9,43.0,32.0,0.01,,0,961.0,79,1818
2012,11,30,6,2012-11-30,10,0,87,1,43,0,140,1,1124,576,2,0,17,78,1,62,0,0,25,0,3,0,0,7,1,7,18,1,14,10,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46.0,35.6,0.0,,0,418.0,69,1032
2012,12,1,7,2012-12-01,8,0,92,0,28,0,128,0,961,480,6,0,10,60,5,53,0,2,21,1,5,0,0,5,1,5,10,0,15,12,38.5,32.1,1031.4,9.3,9.2,14.0,22.0,45.0,34.0,0.0,,0,284.0,58,474
2012,12,2,1,2012-12-02,9,0,83,0,29,0,121,0,904,455,3,0,11,34,8,57,5,0,17,1,2,0,0,9,0,8,8,1,16,13,44.3,41.0,1026.9,3.9,3.0,15.0,,53.6,41.0,0.08,,1,264.0,64,507
2012,12,3,2,2012-12-03,6,0,96,0,38,0,140,0,1219,621,2,0,13,73,9,70,5,2,33,1,6,2,0,7,1,8,14,1,23,16,53.5,45.3,1021.4,7.0,3.9,15.0,,60.1,39.2,0.04,,0,1374.0,19,3726
2012,12,4,3,2012-12-04,6,0,129,0,40,0,175,0,1249,621,3,0,13,64,8,81,8,0,31,0,8,0,0,6,1,7,19,1,26,14,51.9,47.1,1022.8,5.6,2.9,9.9,,62.1,37.4,0.04,,1,2193.0,166,4337
2012,12,5,4,2012-12-05,9,0,73,0,38,0,120,0,1002,514,1,1,8,76,5,64,1,1,23,0,3,0,0,6,1,2,16,0,9,19,52.6,41.5,1016.3,9.1,6.3,19.0,28.0,57.9,39.9,0.01,,0,2138.0,191,4457
2012,12,6,5,2012-12-06,9,0,113,0,27,0,149,0,1244,620,2,0,15,76,5,77,7,2,35,1,4,0,0,7,2,11,19,1,22,14,35.0,16.8,1025.5,10.0,3.6,19.0,27.0,45.0,28.0,0.01,,0,2281.0,165,4332
2012,12,7,6,2012-12-07,7,0,117,0,79,0,203,0,1368,714,0,0,16,66,7,64,28,3,45,0,7,0,0,14,1,12,19,0,26,9,38.8,30.9,1022.7,7.9,1.9,12.0,,48.2,26.6,0.0,,0,1651.0,209,3683
2012,12,8,7,2012-12-08,6,0,128,0,45,1,179,1,1128,580,1,1,12,72,6,52,19,1,22,1,3,2,0,11,1,17,15,0,23,11,47.3,46.0,1013.7,3.7,3.5,15.9,22.0,55.4,42.8,0.32,,1,1228.0,163,2070
2012,12,9,1,2012-12-09,4,0,140,0,48,0,192,0,1040,544,0,0,10,47,6,43,22,1,22,0,1,0,1,5,0,6,16,2,25,10,46.2,41.7,1020.7,7.2,5.4,15.9,21.0,50.0,42.1,0.25,,0,1069.0,215,2028
2012,12,10,2,2012-12-10,5,0,98,0,53,0,156,0,1204,619,0,0,9,65,5,72,25,1,25,0,6,1,0,7,1,9,15,1,16,16,50.3,49.5,1011.1,2.8,5.7,19.0,26.0,57.9,43.0,0.35,,1,1859.0,69,3445
2012,12,11,3,2012-12-11,8,0,98,0,41,0,147,0,1154,578,1,0,13,63,4,74,5,1,25,0,6,1,0,4,3,2,18,0,17,11,50.1,43.2,1013.2,7.3,6.0,19.0,26.0,59.0,42.8,0.23,,1,1450.0,145,3953
2012,12,12,4,2012-12-12,14,0,96,0,40,0,150,0,1087,550,0,0,18,70,7,61,2,0,18,1,2,0,0,12,1,5,15,0,18,15,40.1,23.6,1026.0,10.0,3.3,12.0,19.0,43.0,33.8,0.01,,0,1311.0,112,2606
2012,12,13,5,2012-12-13,13,0,74,0,44,1,131,1,1061,545,3,0,14,77,7,65,1,2,35,0,4,0,0,3,2,9,9,0,9,12,40.3,24.6,1029.8,10.0,1.7,11.1,,46.0,32.0,0.0,,0,1326.0,107,2626
2012,12,14,6,2012-12-14,14,0,100,0,47,2,161,2,1282,648,10,0,23,86,9,81,3,0,24,0,8,0,0,5,2,3,15,0,24,24,41.4,23.2,1024.4,10.0,4.1,18.1,25.1,48.0,28.0,0.0,,0,867.0,148,2461
2012,12,15,7,2012-12-15,7,0,113,0,31,2,151,2,1031,523,0,0,10,70,7,55,0,2,24,0,0,2,0,8,1,9,9,4,16,10,42.6,27.1,1024.5,9.9,2.8,13.0,19.0,46.9,33.8,0.0,,0,546.0,78,922
2012,12,16,1,2012-12-16,6,0,117,2,47,1,170,3,992,500,0,0,9,51,11,48,10,0,14,0,0,1,0,14,1,8,10,1,30,7,44.5,37.8,1019.8,7.5,6.5,19.0,27.0,46.9,30.2,0.0,,0,457.0,86,911
2012,12,17,2,2012-12-17,8,0,107,2,63,0,178,2,1245,649,0,0,11,79,7,57,21,0,31,1,4,0,0,6,3,12,6,2,12,21,42.0,40.4,1011.3,5.6,9.5,20.0,28.0,50.0,39.0,0.44,,0,1070.0,34,2121
2012,12,18,3,2012-12-18,7,0,98,0,48,1,153,1,1270,645,2,1,16,68,8,72,19,2,38,1,4,1,1,5,3,11,10,0,33,14,47.3,44.5,1000.3,5.3,7.0,12.0,22.0,54.0,42.1,0.34,,0,2392.0,153,6295
2012,12,19,4,2012-12-19,11,0,78,1,43,1,132,2,1173,590,3,0,13,83,12,71,3,1,24,0,5,1,0,3,0,7,9,1,17,10,44.0,30.5,1007.4,10.0,9.3,25.1,34.0,48.0,41.0,0.07,,0,3986.0,288,6837
2012,12,20,5,2012-12-20,7,0,119,0,43,1,169,1,1192,606,2,0,7,73,6,72,8,1,21,1,8,1,0,9,1,8,20,0,15,11,39.8,29.0,1020.3,10.0,8.5,22.9,29.9,44.6,35.1,0.02,,0,4231.0,340,7028
2012,12,21,6,2012-12-21,11,0,127,0,61,0,199,0,1475,751,2,0,6,102,8,81,19,2,25,0,7,1,0,7,1,10,20,0,26,19,47.3,42.9,996.6,7.1,9.4,32.1,42.9,55.9,39.0,0.56,,0,3275.0,404,5529
2012,12,22,7,2012-12-22,5,0,101,0,28,0,134,0,1079,542,3,0,13,76,11,56,2,4,17,1,4,0,0,9,1,6,16,0,21,16,37.4,25.0,998.4,10.0,10.6,25.1,32.1,45.0,33.1,0.7,,0,2919.0,302,5404
2012,12,23,1,2012-12-23,5,0,90,0,15,0,110,0,831,408,1,0,18,52,5,45,0,2,17,0,0,0,0,11,0,5,8,0,15,8,37.8,20.5,1011.5,10.0,7.6,21.0,32.1,42.1,33.1,0.01,,0,2629.0,296,5043
2012,12,24,2,2012-12-24,5,0,123,1,35,0,163,1,1013,518,2,0,15,64,7,52,8,1,30,1,2,0,0,7,2,10,15,1,21,16,37.0,19.8,1016.1,10.0,3.0,12.0,22.0,42.1,28.9,0.0,,0,2535.0,241,5094
2012,12,25,3,2012-12-25,1,0,107,0,14,0,122,0,684,354,1,0,9,36,3,32,14,0,16,1,1,0,0,7,2,8,7,0,16,11,37.5,32.5,1016.2,6.8,4.8,15.0,25.1,46.4,30.2,0.01,,0,1366.0,143,2994
2012,12,26,4,2012-12-26,2,0,75,0,71,3,148,3,1003,531,3,1,15,58,7,60,23,0,28,0,4,0,0,6,2,5,21,1,21,13,32.2,25.3,1022.1,8.8,9.5,19.0,29.9,39.2,28.0,0.13,,1,666.0,8,2991
2012,12,27,5,2012-12-27,5,0,65,0,43,1,113,1,1017,525,2,0,18,65,10,41,11,1,23,1,1,0,1,8,1,8,13,0,22,10,39.1,37.1,996.6,6.0,12.4,34.0,53.0,52.0,33.1,0.84,,1,268.0,0,781
2012,12,28,6,2012-12-28,5,0,100,2,28,1,133,3,1107,557,1,0,10,60,6,59,7,1,20,1,3,0,0,10,2,6,16,0,18,11,33.0,22.4,1015.3,9.4,10.0,22.0,34.0,41.0,30.0,0.37,,0,246.0,16,598
2012,12,29,7,2012-12-29,3,0,71,1,57,1,131,2,856,442,4,0,6,43,8,35,14,2,26,1,1,0,0,6,1,5,12,0,17,15,32.5,26.2,1013.1,7.8,5.3,21.0,28.0,44.6,24.8,0.0,,1,141.0,27,315
2012,12,30,1,2012-12-30,2,0,97,1,36,0,135,1,795,411,1,0,8,40,9,43,9,2,20,0,0,0,0,2,2,10,4,0,14,12,32.4,21.1,1011.1,8.8,11.9,39.0,49.9,44.6,28.9,1.9,,0,192.0,27,577
2012,12,31,2,2012-12-31,4,0,60,0,34,1,98,1,942,482,0,1,15,71,6,52,1,0,20,0,2,1,0,4,2,9,18,1,30,8,31.5,17.2,1019.6,10.0,6.8,22.9,35.9,37.4,26.1,0.0,,0,301.0,18,683
2013,1,1,3,2013-01-01,3,0,120,0,34,0,157,0,755,381,2,0,6,56,3,33,0,3,13,0,3,0,0,8,1,9,11,1,16,9,38.0,25.6,1008.8,10.0,15.0,21.0,28.0,41.0,33.1,0.0,,0,191.0,43,488
2013,1,2,4,2013-01-02,3,0,98,1,22,0,123,1,967,480,3,0,19,50,6,66,2,0,15,0,1,0,0,5,0,10,14,0,16,11,27.5,12.1,1013.4,10.0,12.4,15.9,25.1,33.1,21.9,0.0,,0,272.0,7,663
2013,1,3,5,2013-01-03,10,0,72,0,43,0,125,0,1076,549,3,0,19,66,6,64,2,3,26,0,1,0,0,4,1,2,23,1,12,16,21.8,7.8,1018.1,10.0,9.8,18.1,24.1,28.9,16.0,0.0,,0,250.0,9,660
2013,1,4,6,2013-01-04,6,0,60,1,31,2,97,3,998,505,5,0,16,70,4,53,1,3,23,1,1,1,0,3,0,4,5,0,17,15,32.2,21.1,1015.2,10.0,11.3,22.0,29.9,41.0,24.1,0.0,,0,1101.0,14,2493
2013,1,5,7,2013-01-05,4,0,79,3,28,1,111,4,771,389,4,1,16,48,4,51,1,4,19,0,0,0,0,5,1,5,12,0,19,14,37.3,24.5,1017.3,10.0,13.2,20.0,28.0,42.1,30.9,0.0,,0,1711.0,421,2935
2013,1,6,1,2013-01-06,7,0,77,1,25,0,109,1,799,393,2,1,14,34,4,42,3,0,16,0,1,1,0,9,1,7,4,1,18,11,35.7,31.3,1019.7,9.8,5.9,15.0,20.0,44.1,23.0,0.01,,0,1619.0,655,2679
2013,1,7,2,2013-01-07,4,0,104,0,38,1,146,1,1023,521,3,0,17,68,15,58,3,0,30,0,5,2,1,6,1,10,15,1,23,19,35.9,31.0,1020.5,8.8,8.5,17.1,22.0,42.1,28.0,0.01,,0,3820.0,512,7977
2013,1,8,3,2013-01-08,7,0,82,0,30,0,119,0,1017,513,2,0,20,81,8,55,1,0,28,1,1,1,0,5,1,4,12,1,12,18,39.8,34.1,1028.8,9.8,10.4,17.1,25.1,48.0,25.0,0.0,,0,5628.0,1002,9516
2013,1,9,4,2013-01-09,11,0,69,0,40,0,120,0,955,487,2,0,9,63,8,48,1,1,30,1,1,0,0,7,0,5,12,1,15,9,39.9,37.6,1026.2,6.8,5.3,11.1,,46.0,28.0,0.0,,1,5822.0,1245,9915
2013,1,10,5,2013-01-10,5,0,90,0,51,0,146,0,1080,555,0,0,5,59,8,51,1,1,22,0,6,2,0,12,1,7,14,0,18,18,43.5,30.4,1024.0,9.9,14.7,21.0,32.1,48.0,36.0,0.0,,0,7894.0,1252,15214
2013,1,11,6,2013-01-11,5,0,130,0,77,1,212,1,1257,660,1,0,16,85,4,67,15,2,37,1,2,0,0,8,1,7,10,1,20,10,38.0,31.4,1030.6,10.0,5.4,11.1,,44.1,32.0,0.0,,0,9673.0,1975,16547
2013,1,12,7,2013-01-12,6,0,106,0,32,1,144,1,948,475,3,0,15,38,10,45,9,0,22,1,2,0,0,12,1,10,7,1,15,11,42.7,41.5,1022.6,7.1,7.9,13.0,20.0,46.4,39.2,0.17,,0,10485.0,3220,16648
2013,1,13,1,2013-01-13,5,0,103,0,18,0,126,0,737,373,0,1,13,29,8,41,7,3,17,0,0,0,0,6,0,5,5,0,17,7,45.4,44.9,1020.7,4.3,5.8,9.9,,46.9,44.1,0.01,,1,8711.0,3240,14579
2013,1,14,2,2013-01-14,9,0,80,0,35,0,124,0,1060,542,0,0,14,65,6,64,13,4,20,0,3,3,0,13,2,6,21,1,15,10,47.2,47.1,1017.5,1.3,8.2,15.9,21.0,51.8,44.6,0.0,,1,10715.0,1734,18982
2013,1,15,3,2013-01-15,4,0,71,0,34,0,109,0,1005,516,0,0,14,71,6,68,7,0,23,0,3,0,0,5,2,9,12,2,9,17,42.3,38.3,1023.1,9.5,8.0,15.0,,48.9,39.0,0.24,,0,10872.0,1699,19734
2013,1,16,4,2013-01-16,5,0,87,0,56,1,148,1,1111,578,3,0,16,52,6,65,26,1,27,0,5,1,0,2,1,13,19,1,12,6,41.6,40.0,1018.3,7.0,8.8,21.0,27.0,45.0,39.2,0.35,,0,10330.0,1822,18721
2013,1,17,5,2013-01-17,12,0,80,0,42,1,134,1,957,491,3,0,12,64,2,47,0,0,22,0,3,1,0,4,1,4,12,0,14,3,39.4,34.6,1014.2,8.6,8.6,14.0,20.0,41.0,37.0,0.47,,1,10425.0,1723,18775
2013,1,18,6,2013-01-18,7,0,94,0,40,1,141,1,1123,561,3,1,12,73,7,73,5,0,30,0,3,0,0,8,0,7,18,0,22,18,28.1,16.6,1023.2,7.5,15.0,24.1,32.1,39.9,15.1,0.01,,1,10581.0,1904,17972
2013,1,19,7,2013-01-19,7,0,96,1,22,0,125,1,953,484,1,0,12,61,7,72,2,1,18,0,2,0,0,8,2,8,14,0,25,5,35.9,26.6,1026.4,9.2,15.3,24.1,32.1,46.9,16.0,0.0,,0,5279.0,2550,7653
2013,1,20,1,2013-01-20,3,0,82,0,14,1,99,1,802,393,0,0,7,47,3,49,0,2,13,0,0,0,0,6,1,9,7,0,27,10,46.3,41.2,1010.0,7.0,14.9,20.0,26.0,50.0,43.0,0.0,,0,3866.0,1468,6272
2013,1,21,2,2013-01-21,10,0,50,0,25,0,85,0,708,355,3,0,5,43,8,38,3,0,22,0,4,1,0,6,0,2,10,1,9,12,31.2,16.0,1015.5,9.2,10.1,20.0,26.0,45.0,27.0,0.0,,0,2266.0,516,3526
2013,1,22,3,2013-01-22,4,0,100,0,32,1,136,1,1076,544,1,0,14,66,7,75,4,1,32,0,7,0,0,10,1,8,15,0,28,20,26.3,18.1,1011.1,6.5,10.8,20.0,26.0,32.0,19.9,0.14,,1,1146.0,240,2844
